Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,1.17,0.95,1.26,30000,126,0,ignore
4,1.01,1.01,1.09,30000,128,0,ignore
4,0.81,0.81,1.03,30000,130,0,ignore
4,0.86,0.86,1.34,30000,132,0,ignore
4,0.85,0.84,0.98,30000,134,0,ignore
4,1.26,0.93,1.26,30000,136,0,ignore
4,0.97,0.87,0.99,30000,138,0,ignore
4,1.09,0.93,1.09,30000,140,0,ignore
4,1.01,0.93,1.01,30000,142,0,ignore
4,1.18,1.03,1.18,30000,144,0,ignore
4,1.32,1.05,1.32,30000,146,0,ignore
4,1.73,1.25,1.73,30000,148,0,ignore
4,1.61,1.23,1.61,30000,150,0,ignore
4,1.62,1.44,1.70,30000,152,0,ignore
4,1.67,1.41,1.67,30000,154,0,ignore
4,1.72,1.37,1.97,30000,156,0,ignore
4,1.64,1.39,1.64,30000,158,0,ignore
4,1.62,1.62,1.77,30000,160,0,ignore
4,2.12,2.12,2.19,30000,162,0,ignore
4,2.28,2.28,2.60,30000,164,0,ignore
4,2.28,2.15,2.28,30000,166,0,ignore
4,2.62,2.47,2.65,30000,168,0,ignore
4,2.23,2.23,2.39,30000,170,0,ignore
4,2.70,2.43,2.70,30000,172,0,ignore
4,2.23,2.12,2.66,30000,174,0,ignore
4,2.94,2.57,2.94,30000,176,0,ignore
4,2.63,2.32,2.63,30000,178,0,ignore
4,2.79,2.49,2.83,30000,180,0,ignore
4,2.58,2.19,2.58,30000,182,0,ignore
4,2.96,2.70,3.00,30000,184,0,ignore
4,2.80,2.30,2.80,30000,186,0,ignore
4,3.20,2.75,4.33,30000,188,0,ignore
4,2.77,2.44,2.77,30000,190,0,ignore
4,3.38,2.95,3.38,30000,192,0,ignore
4,2.82,2.54,2.82,30000,194,0,ignore
4,3.19,2.90,3.19,30000,196,0,ignore
4,2.74,2.37,2.74,30000,198,0,ignore
4,3.46,2.36,3.48,30000,200,0,ignore
4,2.96,2.45,2.96,30000,202,0,ignore
4,3.42,2.85,3.42,30000,204,0,ignore
4,2.99,2.39,2.99,30000,206,0,ignore
4,3.61,3.06,3.61,30000,208,0,ignore
4,3.06,2.48,3.06,30000,210,0,ignore
4,3.81,2.68,3.81,30000,212,0,ignore
4,2.75,2.27,2.75,30000,214,0,ignore
4,3.36,2.86,3.36,30000,216,0,ignore
4,2.91,2.33,2.91,30000,218,0,ignore
4,2.89,2.59,2.92,30000,220,0,ignore
4,2.61,2.17,2.72,30000,222,0,ignore
4,3.47,3.01,3.47,30000,224,0,ignore
4,2.91,2.73,3.03,30000,226,0,ignore
4,2.79,2.40,2.79,30000,228,0,ignore
4,2.66,2.66,2.97,30000,230,0,ignore
4,2.71,2.71,3.26,30000,232,0,ignore
4,2.67,2.65,3.02,30000,234,0,ignore
4,2.73,2.73,3.34,30000,236,0,ignore
4,2.48,2.26,2.57,30000,238,0,ignore
4,3.24,3.16,3.24,30000,240,0,ignore
4,2.75,2.45,2.75,30000,242,0,ignore
4,2.67,2.67,3.18,30000,244,0,ignore
4,2.58,2.26,2.58,30000,246,0,ignore
4,2.65,2.65,3.14,30000,248,0,ignore
4,2.63,2.23,2.63,30000,250,0,ignore
4,2.64,2.46,2.64,30000,252,0,ignore
4,2.28,2.19,2.55,30000,254,0,ignore
4,0.66,0.64,0.66,30000,256,0,ignore
