Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,2.38,2.34,2.59,30000,164,2,binomial
4,2.44,2.19,2.44,30000,166,2,binomial
4,2.59,2.53,2.74,30000,168,2,binomial
4,2.30,2.22,2.37,30000,170,2,binomial
4,2.65,2.38,2.65,30000,172,2,binomial
4,2.50,2.18,2.50,30000,174,2,binomial
4,2.83,2.53,2.83,30000,176,2,binomial
4,2.71,2.43,2.71,30000,178,2,binomial
4,2.81,2.52,2.81,30000,180,2,binomial
4,2.47,2.21,2.61,30000,182,2,binomial
4,3.05,2.79,3.28,30000,184,2,binomial
4,2.74,2.35,2.92,30000,186,2,binomial
4,2.93,2.83,3.02,30000,188,2,binomial
4,2.60,2.36,2.63,30000,190,2,binomial
4,3.23,3.01,3.37,30000,192,2,binomial
4,2.95,2.65,2.95,30000,194,2,binomial
4,3.46,2.85,3.46,30000,196,2,binomial
4,2.95,2.67,2.95,30000,198,2,binomial
4,3.51,2.55,3.51,30000,200,2,binomial
4,2.88,2.48,2.88,30000,202,2,binomial
4,3.28,2.30,3.28,30000,204,2,binomial
4,3.14,2.42,3.14,30000,206,2,binomial
4,3.50,3.31,3.51,30000,208,2,binomial
4,2.86,2.44,2.86,30000,210,2,binomial
4,3.04,2.70,3.07,30000,212,2,binomial
4,2.65,2.26,2.71,30000,214,2,binomial
4,3.34,2.66,3.34,30000,216,2,binomial
4,3.05,2.51,3.05,30000,218,2,binomial
4,3.26,2.57,3.26,30000,220,2,binomial
4,2.55,2.46,2.90,30000,222,2,binomial
4,3.31,2.66,3.31,30000,224,2,binomial
4,2.60,2.60,3.22,30000,226,2,binomial
4,2.85,2.38,2.85,30000,228,2,binomial
4,2.48,2.48,3.23,30000,230,2,binomial
4,3.02,3.02,3.56,30000,232,2,binomial
4,2.64,2.64,3.12,30000,234,2,binomial
4,2.68,2.46,2.68,30000,236,2,binomial
4,2.67,2.67,2.91,30000,238,2,binomial
4,3.08,2.84,3.08,30000,240,2,binomial
4,2.78,2.75,3.02,30000,242,2,binomial
4,2.93,2.93,3.26,30000,244,2,binomial
4,2.48,2.48,3.16,30000,246,2,binomial
4,2.68,2.52,2.97,30000,248,2,binomial
4,2.44,2.38,2.44,30000,250,2,binomial
4,2.43,2.43,2.76,30000,252,2,binomial
4,2.41,2.26,2.45,30000,254,2,binomial
4,0.62,0.62,0.64,30000,256,2,binomial
