Size,Avg Latency(us),Min Latency(us),Max Latency(us),Iterations,NP_total,ALGO,ALGO_NAME
4,75.64,72.98,75.64,30000,128,3,linear_sync
4,75.56,73.51,75.56,30000,130,3,linear_sync
4,79.20,76.12,79.20,30000,132,3,linear_sync
4,85.56,78.69,85.56,30000,134,3,linear_sync
4,83.38,80.59,83.38,30000,136,3,linear_sync
4,84.65,82.92,84.65,30000,138,3,linear_sync
4,87.04,84.66,87.04,30000,140,3,linear_sync
4,88.31,87.26,88.31,30000,142,3,linear_sync
4,89.88,88.51,92.80,30000,144,3,linear_sync
4,92.70,90.55,92.70,30000,146,3,linear_sync
4,94.12,92.74,94.12,30000,148,3,linear_sync
4,97.04,95.34,97.04,30000,150,3,linear_sync
4,99.81,97.53,99.81,30000,152,3,linear_sync
4,111.09,99.66,111.09,30000,154,3,linear_sync
4,103.37,102.09,103.37,30000,156,3,linear_sync
4,109.01,105.24,109.01,30000,158,3,linear_sync
4,109.14,106.58,109.14,30000,160,3,linear_sync
4,112.90,109.36,112.90,30000,162,3,linear_sync
4,114.29,111.81,114.29,30000,164,3,linear_sync
4,118.56,115.99,118.56,30000,166,3,linear_sync
4,121.23,118.67,123.08,30000,168,3,linear_sync
4,124.83,120.97,124.83,30000,170,3,linear_sync
4,127.80,126.47,131.85,30000,172,3,linear_sync
4,131.25,127.86,131.25,30000,174,3,linear_sync
4,140.34,130.66,140.34,30000,176,3,linear_sync
4,137.45,134.40,138.54,30000,178,3,linear_sync
4,141.22,137.66,141.22,30000,180,3,linear_sync
4,151.98,140.53,151.98,30000,182,3,linear_sync
4,147.09,145.26,147.71,30000,184,3,linear_sync
4,149.64,146.66,149.64,30000,186,3,linear_sync
4,163.32,151.13,163.32,30000,188,3,linear_sync
4,157.66,156.95,164.20,30000,190,3,linear_sync
4,160.85,157.07,162.13,30000,192,3,linear_sync
4,163.76,160.66,163.76,30000,194,3,linear_sync
4,174.38,164.76,174.38,30000,196,3,linear_sync
4,171.56,170.05,175.24,30000,198,3,linear_sync
4,174.26,172.20,180.53,30000,200,3,linear_sync
4,178.65,176.12,178.65,30000,202,3,linear_sync
4,183.70,179.70,183.70,30000,204,3,linear_sync
4,194.52,184.06,194.52,30000,206,3,linear_sync
4,190.31,187.35,194.38,30000,208,3,linear_sync
4,194.51,192.73,198.57,30000,210,3,linear_sync
4,198.16,195.82,201.34,30000,212,3,linear_sync
4,202.21,199.94,206.56,30000,214,3,linear_sync
4,207.29,202.76,207.29,30000,216,3,linear_sync
4,209.91,206.51,209.91,30000,218,3,linear_sync
4,221.41,210.69,221.41,30000,220,3,linear_sync
4,226.07,214.24,226.07,30000,222,3,linear_sync
4,227.35,217.89,227.35,30000,224,3,linear_sync
4,230.55,221.59,230.55,30000,226,3,linear_sync
4,235.06,225.34,235.06,30000,228,3,linear_sync
4,237.61,228.61,237.61,30000,230,3,linear_sync
4,247.46,232.79,247.46,30000,232,3,linear_sync
4,246.63,237.02,246.63,30000,234,3,linear_sync
4,251.49,241.36,251.49,30000,236,3,linear_sync
4,258.99,244.99,258.99,30000,238,3,linear_sync
4,261.26,249.09,261.26,30000,240,3,linear_sync
4,262.44,253.50,262.44,30000,242,3,linear_sync
4,260.94,257.98,262.04,30000,244,3,linear_sync
4,264.69,261.11,267.66,30000,246,3,linear_sync
4,269.68,265.83,273.11,30000,248,3,linear_sync
4,272.05,270.17,275.91,30000,250,3,linear_sync
4,276.93,273.41,278.15,30000,252,3,linear_sync
4,278.16,276.56,281.61,30000,254,3,linear_sync
4,292.76,277.22,292.76,30000,256,3,linear_sync
